id,year,job_role,experience_level,industry,location,skills,num_skills,salary_usd,automation_risk,demand_index,avg_skill_trend_score,experience_ord,salary_tier,risk_label,skill_count,future_proof,salary_vs_median,role_encoded,exp_encoded
1003,2023,Operations Analyst,Mid,Manufacturing,UK,Power BI|Cold Calling|MLOps|Copy-Paste Reporting|Deep Learning,5,148730.0,0.98,138.8,5.78,2,Mid,Critical Risk,5,0,1.0,16,2
1004,2019,Product Manager,Mid,Finance,India,Deep Learning|MS Access|Prompt Engineering,3,162644.0,0.317,106.6,6.87,2,Mid,Moderate Risk,3,0,1.094,17,2
1005,2022,Data Analyst,Lead,Media,India,Statistics|A/B Testing|Legacy VBA|COBOL|R|Crystal Reports,6,171852.0,0.98,106.8,4.47,4,Mid,Critical Risk,6,0,0.747,6,4
1006,2019,Accountant,Mid,Tech,Singapore,Airflow|MS Access|Legacy VBA|Basic SEO|A/B Testing,5,103191.0,0.98,85.8,4.68,2,Low,Critical Risk,5,0,0.694,1,2
1007,2019,Accountant,Lead,Healthcare,Netherlands,LLMs/GenAI|Deep Learning|Vector Databases|Basic SEO,4,229469.0,0.627,106.0,7.75,4,High,High Risk,4,0,0.998,1,4
1008,2021,Business Analyst,Lead,Consulting,Singapore,Vector Databases|Cloud (AWS/GCP)|MLOps|Legacy VBA,4,231230.0,0.468,114.8,7.28,4,High,Moderate Risk,4,0,1.005,3,4
1009,2023,Machine Learning Engineer,Senior,Manufacturing,UAE,Kubernetes|dbt|Python|MS Access|Data Entry,5,259491.0,0.98,131.7,5.9,3,Elite,Critical Risk,5,0,1.334,15,3
1010,2020,AI Engineer,Principal,Tech,UAE,Machine Learning|Vector Databases|Python|Manual Testing|Tableau|MLOps,6,453348.0,0.05,105.2,7.87,5,Elite,Low Risk,6,1,1.772,0,5
1011,2019,Data Analyst,Senior,Healthcare,Singapore,Python|Cloud (AWS/GCP)|Power BI|Statistics|dbt,5,178658.0,0.05,102.3,8.38,3,Mid,Low Risk,5,1,0.919,6,3
1012,2023,Data Engineer,Lead,Finance,UAE,Spark/PySpark|Cold Calling|Legacy VBA,3,234641.0,0.98,120.2,4.23,4,High,Critical Risk,3,0,1.02,7,4
1013,2022,Software Developer,Senior,Manufacturing,Australia,LLMs/GenAI|R|COBOL|Kubernetes|Cloud (AWS/GCP)|Tableau,6,271498.0,0.2,120.9,7.03,3,Elite,Low Risk,6,1,1.396,21,3
1014,2022,BI Developer,Mid,Education,Singapore,Vector Databases|Copy-Paste Reporting|Crystal Reports,3,114529.0,0.98,112.7,3.97,2,Low,Critical Risk,3,0,0.77,2,2
1015,2020,AI Engineer,Entry,Healthcare,Singapore,MS Access|MLOps|Machine Learning|LLMs/GenAI|Legacy VBA|dbt,6,181951.0,0.532,115.1,6.83,1,Mid,High Risk,6,0,1.661,0,1
1016,2024,Statistician,Entry,Government,UAE,COBOL|Legacy VBA|Crystal Reports|Spark/PySpark|MLOps|SQL,6,112937.0,0.98,133.4,5.03,1,Low,Critical Risk,6,0,1.031,22,1
1017,2024,Software Developer,Mid,Finance,UK,Spark/PySpark|Vector Databases|A/B Testing,3,182127.0,0.05,103.8,8.57,2,Mid,Low Risk,3,1,1.225,21,2
1018,2024,Excel Analyst,Entry,Education,Singapore,Power BI|Statistics|Prompt Engineering,3,79984.0,0.466,95.2,8.17,1,Low,Moderate Risk,3,0,0.73,11,1
1019,2019,QA Engineer,Mid,Energy,India,Airflow|Kubernetes|Cold Calling|Cloud (AWS/GCP),4,145674.0,0.894,97.2,6.85,2,Mid,Critical Risk,4,0,0.979,18,2
1020,2024,Excel Analyst,Lead,Retail,UAE,Crystal Reports|MS Access|A/B Testing,3,127443.0,0.98,113.6,3.97,4,Low,Critical Risk,3,0,0.554,11,4
1021,2020,Financial Analyst,Mid,Retail,UK,SQL|Machine Learning|Kubernetes|dbt,4,152262.0,0.05,110.8,8.4,2,Mid,Low Risk,4,1,1.024,12,2
1022,2022,Data Analyst,Principal,Retail,UK,SQL|Power BI|A/B Testing,3,194723.0,0.19,116.8,7.73,5,High,Low Risk,3,1,0.761,6,5
1023,2024,Excel Analyst,Mid,Education,Singapore,Machine Learning|A/B Testing|Power BI|Data Entry|Copy-Paste Reporting|Prompt Engineering,6,150524.0,0.98,91.6,6.17,2,Mid,Critical Risk,6,0,1.012,11,2
1024,2021,Statistician,Senior,Government,Canada,Machine Learning|LLMs/GenAI|Python|Legacy VBA|MS Access,5,228006.0,0.742,118.9,6.54,3,High,High Risk,5,0,1.172,22,3
1025,2021,Digital Marketer,Senior,Energy,UK,LLMs/GenAI|Kubernetes|Statistics|Vector Databases|MLOps|Prompt Engineering,6,263091.0,0.05,102.6,8.78,3,Elite,Low Risk,6,1,1.353,10,3
1026,2024,Data Analyst,Principal,Healthcare,Australia,MS Access|COBOL|Vector Databases|Cold Calling|Excel (Basic),5,211590.0,0.98,139.2,3.6,5,High,Critical Risk,5,0,0.827,6,5
1027,2021,Excel Analyst,Senior,Retail,Brazil,Deep Learning|Cloud (AWS/GCP)|Spark/PySpark|Data Entry|MS Access|Manual Testing,6,178620.0,0.98,102.4,5.55,3,Mid,Critical Risk,6,0,0.918,11,3
1028,2023,HR Analyst,Mid,Retail,UAE,Deep Learning|R|Manual Testing,3,110701.0,0.681,116.1,6.13,2,Low,High Risk,3,0,0.744,13,2
1029,2024,Digital Marketer,Mid,Media,India,Spark/PySpark|dbt|Power BI,3,121695.0,0.314,137.2,8.33,2,Low,Moderate Risk,3,1,0.818,10,2
1030,2021,SEO Specialist,Senior,Education,UAE,Power BI|Deep Learning|Statistics,3,153514.0,0.271,113.1,8.1,3,Mid,Moderate Risk,3,1,0.789,19,3
1031,2023,Data Analyst,Mid,Energy,Germany,Prompt Engineering|Machine Learning|Excel (Basic)|COBOL,4,126210.0,0.753,146.4,5.88,2,Low,Critical Risk,4,0,0.849,6,2
1032,2020,Product Manager,Lead,Consulting,Netherlands,LLMs/GenAI|Tableau|Cold Calling,3,247559.0,0.559,113.5,6.47,4,Elite,High Risk,3,0,1.076,17,4
1033,2023,Software Developer,Lead,Energy,Germany,LLMs/GenAI|Python|Excel (Basic)|dbt,4,295058.0,0.178,131.0,7.75,4,Elite,Low Risk,4,1,1.283,21,4
1034,2019,Content Strategist,Lead,Media,Netherlands,Prompt Engineering|Copy-Paste Reporting|Airflow|Crystal Reports|Kubernetes,5,183474.0,0.98,104.3,5.7,4,Mid,Critical Risk,5,0,0.798,5,4
1035,2020,Excel Analyst,Entry,Media,Canada,Machine Learning|Data Entry|Spark/PySpark|Kubernetes|Copy-Paste Reporting,5,102034.0,0.98,101.3,5.76,1,Low,Critical Risk,5,0,0.932,11,1
1036,2024,Excel Analyst,Mid,Media,UK,Data Entry|Vector Databases|Manual Testing,3,92932.0,0.98,136.5,4.47,2,Low,Critical Risk,3,0,0.625,11,2
1037,2021,Data Scientist,Principal,Manufacturing,India,Manual Testing|Prompt Engineering|MLOps|Machine Learning|Data Entry|Python,6,378363.0,0.624,114.7,6.88,5,Elite,High Risk,6,0,1.479,8,5
1038,2020,Product Manager,Senior,Healthcare,Germany,R|Legacy VBA|Copy-Paste Reporting,3,161815.0,0.98,103.7,3.17,3,Mid,Critical Risk,3,0,0.832,17,3
1039,2025,Financial Analyst,Entry,Government,Germany,Basic SEO|Tableau|Airflow|MLOps,4,113207.0,0.748,127.2,6.98,1,Low,High Risk,4,0,1.034,12,1
1040,2023,HR Analyst,Lead,Healthcare,UAE,MS Access|Power BI|Vector Databases|Spark/PySpark,4,194001.0,0.731,152.4,6.95,4,High,High Risk,4,0,0.843,13,4
1041,2019,Digital Marketer,Mid,Consulting,India,dbt|Excel (Basic)|Statistics|MS Access,4,91582.0,0.98,102.5,5.4,2,Low,Critical Risk,4,0,0.616,10,2
1042,2021,Data Analyst,Senior,Healthcare,India,Legacy VBA|Manual Testing|dbt|Deep Learning|Spark/PySpark|Cold Calling,6,184532.0,0.98,116.2,5.52,3,High,Critical Risk,6,0,0.949,6,3
1043,2022,HR Analyst,Lead,Finance,Netherlands,MS Access|Cold Calling|COBOL|Python,4,133750.0,0.98,124.5,3.65,4,Low,Critical Risk,4,0,0.581,13,4
1044,2022,Software Developer,Entry,Finance,USA,Spark/PySpark|Airflow|Cold Calling,3,110011.0,0.772,108.3,6.33,1,Low,Critical Risk,3,0,1.005,21,1
1045,2020,HR Analyst,Principal,Tech,USA,R|MS Access|Basic SEO,3,126951.0,0.98,105.6,3.9,5,Low,Critical Risk,3,0,0.496,13,5
1046,2024,Data Scientist,Mid,Healthcare,UAE,Basic SEO|LLMs/GenAI|Prompt Engineering|MLOps|Statistics|Spark/PySpark,6,246902.0,0.074,117.1,7.87,2,Elite,Low Risk,6,1,1.66,8,2
1047,2023,Operations Analyst,Senior,Media,UK,Basic SEO|Machine Learning|Cloud (AWS/GCP),3,174682.0,0.682,134.0,7.17,3,Mid,High Risk,3,0,0.898,16,3
1048,2019,Content Strategist,Lead,Healthcare,USA,Python|Airflow|Power BI|SQL,4,161413.0,0.087,97.0,8.2,4,Mid,Low Risk,4,1,0.702,5,4
1049,2024,AI Engineer,Mid,Government,UK,LLMs/GenAI|Cloud (AWS/GCP)|Airflow|Basic SEO|Prompt Engineering|Vector Databases,6,289598.0,0.05,110.3,8.08,2,Elite,Low Risk,6,1,1.947,0,2
1050,2021,Machine Learning Engineer,Senior,Finance,USA,LLMs/GenAI|Power BI|A/B Testing|MLOps,4,284454.0,0.05,111.5,8.62,3,Elite,Low Risk,4,1,1.463,15,3
1051,2024,QA Engineer,Mid,Manufacturing,Brazil,Vector Databases|Cloud (AWS/GCP)|Kubernetes|Statistics|Legacy VBA,5,180272.0,0.784,88.9,7.12,2,Mid,Critical Risk,5,0,1.212,18,2
1052,2021,Operations Analyst,Entry,Tech,India,MLOps|Spark/PySpark|SQL|Tableau,4,103257.0,0.05,110.3,8.2,1,Low,Low Risk,4,1,0.943,16,1
1053,2025,Digital Marketer,Entry,Finance,Brazil,MS Access|Kubernetes|Spark/PySpark|Deep Learning|MLOps|COBOL,6,131812.0,0.903,129.6,6.38,1,Low,Critical Risk,6,0,1.204,10,1
1054,2022,DevOps Engineer,Senior,Consulting,Singapore,Crystal Reports|Power BI|Manual Testing|Data Entry|MLOps|Spark/PySpark,6,238442.0,0.98,132.3,5.27,3,High,Critical Risk,6,0,1.226,9,3
1055,2024,Excel Analyst,Lead,Government,Netherlands,R|Copy-Paste Reporting|Statistics|Basic SEO|Cold Calling|Airflow,6,157257.0,0.98,98.5,4.7,4,Mid,Critical Risk,6,0,0.684,11,4
1056,2023,Operations Analyst,Lead,Media,Brazil,Crystal Reports|Deep Learning|Airflow|Vector Databases,4,223973.0,0.588,108.9,7.08,4,High,High Risk,4,0,0.974,16,4
1057,2025,Data Analyst,Senior,Media,UAE,Cloud (AWS/GCP)|Machine Learning|Vector Databases|Copy-Paste Reporting,4,210311.0,0.848,158.2,7.15,3,High,Critical Risk,4,0,1.081,6,3
1058,2025,Data Engineer,Senior,Consulting,India,Airflow|dbt|Copy-Paste Reporting|Machine Learning|MS Access|Spark/PySpark,6,294566.0,0.98,122.9,6.37,3,Elite,Critical Risk,6,0,1.515,7,3
1059,2024,Operations Analyst,Mid,Government,USA,Vector Databases|Machine Learning|Crystal Reports|Cloud (AWS/GCP)|Legacy VBA|Excel (Basic),6,156988.0,0.98,106.4,5.82,2,Mid,Critical Risk,6,0,1.056,16,2
1060,2025,Accountant,Mid,Tech,India,Spark/PySpark|Deep Learning|Airflow|Python|Excel (Basic),5,169992.0,0.539,164.4,7.76,2,Mid,High Risk,5,0,1.143,1,2
1061,2022,Data Engineer,Mid,Consulting,India,Statistics|Power BI|MS Access|MLOps|Tableau,5,192479.0,0.431,123.9,6.8,2,High,Moderate Risk,5,0,1.294,7,2
1062,2024,Data Analyst,Senior,Finance,India,Data Entry|Machine Learning|Manual Testing,3,141671.0,0.98,154.2,4.6,3,Mid,Critical Risk,3,0,0.728,6,3
1063,2023,BI Developer,Entry,Government,Singapore,R|Crystal Reports|Kubernetes|Excel (Basic)|A/B Testing|Prompt Engineering,6,115703.0,0.947,140.8,6.18,1,Low,Critical Risk,6,0,1.057,2,1
1064,2022,BI Developer,Senior,Finance,Netherlands,Spark/PySpark|MS Access|dbt|SQL|Manual Testing|Machine Learning,6,225760.0,0.933,116.1,6.53,3,High,Critical Risk,6,0,1.161,2,3
1065,2020,Product Manager,Principal,Energy,UK,Statistics|MLOps|Data Entry|COBOL|SQL|MS Access,6,310298.0,0.98,96.0,4.8,5,Elite,Critical Risk,6,0,1.213,17,5
1066,2025,DevOps Engineer,Lead,Retail,Germany,Cloud (AWS/GCP)|Deep Learning|Vector Databases,3,323927.0,0.05,138.8,9.07,4,Elite,Low Risk,3,1,1.408,9,4
1067,2025,Cloud Architect,Entry,Retail,Germany,R|Cloud (AWS/GCP)|Deep Learning|dbt,4,180988.0,0.05,148.8,8.28,1,Mid,Low Risk,4,1,1.653,4,1
1068,2025,AI Engineer,Mid,Media,Canada,Airflow|Kubernetes|Deep Learning,3,239027.0,0.05,177.0,8.5,2,High,Low Risk,3,1,1.607,0,2
1069,2023,Business Analyst,Principal,Consulting,USA,MLOps|Deep Learning|Prompt Engineering,3,288278.0,0.05,104.5,9.13,5,Elite,Low Risk,3,1,1.127,3,5
1070,2021,AI Engineer,Lead,Media,Canada,Cold Calling|SQL|MS Access|Vector Databases|Spark/PySpark,5,323140.0,0.977,120.3,5.9,4,Elite,Critical Risk,5,0,1.405,0,4
1071,2019,Cloud Architect,Lead,Media,UK,Python|Excel (Basic)|COBOL|SQL,4,270967.0,0.585,108.3,5.35,4,Elite,High Risk,4,0,1.178,4,4
1072,2025,Business Analyst,Senior,Healthcare,India,Deep Learning|Data Entry|Copy-Paste Reporting|Crystal Reports|Airflow|dbt,6,205703.0,0.98,169.4,5.03,3,High,Critical Risk,6,0,1.058,3,3
1073,2024,Data Engineer,Mid,Media,Netherlands,Tableau|COBOL|Spark/PySpark|MLOps|Prompt Engineering,5,213904.0,0.149,124.3,7.16,2,High,Low Risk,5,1,1.438,7,2
1074,2025,QA Engineer,Entry,Government,Canada,Manual Testing|Deep Learning|Spark/PySpark|Excel (Basic),4,118319.0,0.98,123.5,6.02,1,Low,Critical Risk,4,0,1.08,18,1
1075,2022,Machine Learning Engineer,Entry,Healthcare,Germany,Statistics|Cloud (AWS/GCP)|Tableau,3,149962.0,0.05,116.8,8.0,1,Mid,Low Risk,3,1,1.369,15,1
1076,2021,BI Developer,Entry,Manufacturing,Brazil,Vector Databases|Deep Learning|LLMs/GenAI|Crystal Reports|Cold Calling,5,125391.0,0.98,119.5,6.36,1,Low,Critical Risk,5,0,1.145,2,1
1077,2022,Statistician,Lead,Healthcare,UK,Machine Learning|Vector Databases|Prompt Engineering|SQL|Power BI|Manual Testing,6,297156.0,0.084,131.4,7.67,4,Elite,Low Risk,6,1,1.292,22,4
1078,2020,IT Support Specialist,Senior,Media,Brazil,Vector Databases|Deep Learning|Legacy VBA|Power BI|A/B Testing,5,159764.0,0.733,111.1,7.18,3,Mid,High Risk,5,0,0.821,14,3
1079,2024,Business Analyst,Principal,Tech,Canada,Spark/PySpark|Copy-Paste Reporting|Cloud (AWS/GCP),3,230522.0,0.98,129.6,6.23,5,High,Critical Risk,3,0,0.901,3,5
1080,2020,Financial Analyst,Lead,Finance,Canada,Copy-Paste Reporting|Tableau|Legacy VBA|Deep Learning|Vector Databases|Basic SEO,6,218533.0,0.98,111.4,5.3,4,High,Critical Risk,6,0,0.95,12,4
1081,2023,IT Support Specialist,Entry,Finance,India,SQL|Cold Calling|Power BI,3,59462.0,0.98,87.6,5.77,1,Low,Critical Risk,3,0,0.543,14,1
1082,2021,Data Scientist,Senior,Education,Brazil,dbt|Crystal Reports|MS Access|Statistics|Cloud (AWS/GCP)|Kubernetes,6,248946.0,0.875,117.0,6.17,3,Elite,Critical Risk,6,0,1.28,8,3
1083,2023,Data Engineer,Lead,Healthcare,Canada,Excel (Basic)|Machine Learning|Manual Testing|Cold Calling|SQL,5,268186.0,0.98,111.6,5.06,4,Elite,Critical Risk,5,0,1.166,7,4
1084,2025,DevOps Engineer,Lead,Consulting,Canada,dbt|Copy-Paste Reporting|Python,3,254520.0,0.978,170.6,6.23,4,Elite,Critical Risk,3,0,1.106,9,4
1085,2024,QA Engineer,Senior,Manufacturing,India,Spark/PySpark|Deep Learning|Kubernetes,3,221105.0,0.287,107.1,8.63,3,High,Moderate Risk,3,1,1.137,18,3
1086,2021,Operations Analyst,Lead,Government,Netherlands,Legacy VBA|Kubernetes|LLMs/GenAI|Basic SEO,4,200922.0,0.98,101.5,5.72,4,High,Critical Risk,4,0,0.873,16,4
1087,2022,Cloud Architect,Senior,Healthcare,Canada,Power BI|Statistics|R|Crystal Reports|COBOL,5,244207.0,0.98,109.6,4.94,3,High,Critical Risk,5,0,1.256,4,3
1088,2024,QA Engineer,Senior,Energy,Singapore,R|COBOL|Manual Testing,3,136242.0,0.98,100.8,3.5,3,Mid,Critical Risk,3,0,0.701,18,3
1089,2024,Supply Chain Analyst,Principal,Energy,India,Legacy VBA|Basic SEO|MS Access|MLOps|Python,5,244302.0,0.98,113.1,5.08,5,High,Critical Risk,5,0,0.955,23,5
1090,2022,Data Engineer,Lead,Education,UK,Kubernetes|A/B Testing|MS Access|Python|Tableau|Spark/PySpark,6,332193.0,0.282,128.3,7.28,4,Elite,Moderate Risk,6,1,1.444,7,4
1091,2024,Financial Analyst,Entry,Tech,Canada,Power BI|Crystal Reports|R|Cold Calling,4,80343.0,0.98,122.7,4.53,1,Low,Critical Risk,4,0,0.734,12,1
1092,2022,SQL Developer,Senior,Retail,Canada,Vector Databases|Basic SEO|Python,3,170606.0,0.678,106.8,7.1,3,Mid,High Risk,3,0,0.877,20,3
1093,2021,Content Strategist,Entry,Consulting,UAE,Power BI|Vector Databases|Basic SEO|R|Copy-Paste Reporting|A/B Testing,6,96019.0,0.98,123.9,5.88,1,Low,Critical Risk,6,0,0.877,5,1
1094,2021,Machine Learning Engineer,Mid,Consulting,Singapore,LLMs/GenAI|R|Manual Testing|Power BI|SQL,5,202270.0,0.214,109.9,6.88,2,High,Low Risk,5,0,1.36,15,2
1095,2024,Operations Analyst,Lead,Manufacturing,Brazil,Deep Learning|COBOL|Basic SEO,3,171459.0,0.98,107.4,4.43,4,Mid,Critical Risk,3,0,0.745,16,4
1096,2024,Data Analyst,Principal,Government,UK,MS Access|Cold Calling|Manual Testing|R|Cloud (AWS/GCP)|Data Entry,6,216092.0,0.98,131.1,4.0,5,High,Critical Risk,6,0,0.845,6,5
1097,2023,Business Analyst,Senior,Government,Canada,Cold Calling|Tableau|R|SQL,4,139146.0,0.881,119.7,5.9,3,Mid,Critical Risk,4,0,0.715,3,3
1098,2025,Digital Marketer,Entry,Education,UAE,Basic SEO|Data Entry|Crystal Reports|MS Access|SQL|Python,6,68635.0,0.98,170.1,4.2,1,Low,Critical Risk,6,0,0.627,10,1
1099,2025,Excel Analyst,Principal,Manufacturing,Germany,Prompt Engineering|Basic SEO|COBOL|Power BI|Legacy VBA,5,186474.0,0.98,104.9,4.66,5,High,Critical Risk,5,0,0.729,11,5
1100,2022,Business Analyst,Entry,Tech,India,Basic SEO|A/B Testing|MS Access|Manual Testing|MLOps,5,88394.0,0.98,121.7,4.98,1,Low,Critical Risk,5,0,0.807,3,1
1101,2023,QA Engineer,Mid,Media,Singapore,Manual Testing|Data Entry|SQL|Basic SEO,4,103442.0,0.98,91.1,3.7,2,Low,Critical Risk,4,0,0.696,18,2
1102,2023,QA Engineer,Mid,Government,India,MLOps|A/B Testing|LLMs/GenAI|Power BI|Airflow|Cloud (AWS/GCP),6,208271.0,0.05,121.7,8.63,2,High,Low Risk,6,1,1.4,18,2
1103,2020,Content Strategist,Entry,Energy,Singapore,Basic SEO|R|LLMs/GenAI|MLOps|dbt,5,109900.0,0.476,111.7,7.36,1,Low,Moderate Risk,5,0,1.004,5,1
1104,2019,QA Engineer,Entry,Energy,India,Manual Testing|Crystal Reports|R,3,67873.0,0.98,102.2,3.7,1,Low,Critical Risk,3,0,0.62,18,1
1105,2019,Financial Analyst,Lead,Tech,India,Data Entry|Copy-Paste Reporting|Cold Calling|Vector Databases|LLMs/GenAI|Airflow,6,236730.0,0.98,98.2,5.28,4,High,Critical Risk,6,0,1.029,12,4
1106,2020,AI Engineer,Mid,Media,Canada,Cold Calling|Kubernetes|Legacy VBA|Machine Learning|Basic SEO|Deep Learning,6,226557.0,0.98,106.4,5.62,2,High,Critical Risk,6,0,1.523,0,2
1107,2024,Data Analyst,Principal,Finance,UK,Manual Testing|Cloud (AWS/GCP)|Basic SEO|Spark/PySpark|Prompt Engineering|Kubernetes,6,322521.0,0.98,155.7,6.82,5,Elite,Critical Risk,6,0,1.261,6,5
1108,2019,Data Scientist,Lead,Education,Canada,Cloud (AWS/GCP)|Statistics|COBOL|Python|Power BI|Deep Learning,6,307029.0,0.05,101.3,7.28,4,Elite,Low Risk,6,1,1.335,8,4
1109,2024,Data Scientist,Mid,Government,Singapore,Data Entry|Tableau|COBOL|LLMs/GenAI|Prompt Engineering,5,200706.0,0.949,110.5,5.88,2,High,Critical Risk,5,0,1.349,8,2
1110,2020,Supply Chain Analyst,Principal,Energy,USA,MLOps|Vector Databases|Statistics,3,238748.0,0.05,116.1,8.5,5,High,Low Risk,3,1,0.933,23,5
1111,2023,SEO Specialist,Entry,Healthcare,Netherlands,Cloud (AWS/GCP)|dbt|Manual Testing|Python|R,5,106043.0,0.664,116.9,7.2,1,Low,High Risk,5,0,0.968,19,1
1112,2023,Data Engineer,Mid,Education,UK,Python|MLOps|Spark/PySpark|Airflow,4,218470.0,0.05,104.6,8.8,2,High,Low Risk,4,1,1.469,7,2
1113,2024,Data Engineer,Senior,Manufacturing,UAE,Deep Learning|Vector Databases|Crystal Reports|R,4,252764.0,0.431,145.1,6.62,3,Elite,Moderate Risk,4,0,1.3,7,3
1114,2022,Product Manager,Lead,Government,Netherlands,dbt|Kubernetes|LLMs/GenAI|Copy-Paste Reporting|Legacy VBA|Crystal Reports,6,308906.0,0.98,113.2,5.2,4,Elite,Critical Risk,6,0,1.343,17,4
1115,2022,Machine Learning Engineer,Principal,Energy,Germany,COBOL|dbt|MS Access|Statistics,4,314143.0,0.942,114.2,4.82,5,Elite,Critical Risk,4,0,1.228,15,5
1116,2022,QA Engineer,Principal,Manufacturing,Australia,Manual Testing|SQL|Power BI,3,201642.0,0.946,104.9,6.03,5,High,Critical Risk,3,0,0.788,18,5
1117,2021,DevOps Engineer,Entry,Consulting,India,A/B Testing|Kubernetes|Excel (Basic),3,120732.0,0.366,109.6,6.5,1,Low,Moderate Risk,3,0,1.102,9,1
1118,2023,HR Analyst,Principal,Education,Singapore,Cloud (AWS/GCP)|LLMs/GenAI|COBOL,3,233915.0,0.573,121.3,6.67,5,High,High Risk,3,0,0.915,13,5
1119,2025,BI Developer,Senior,Retail,UK,Legacy VBA|Vector Databases|Spark/PySpark|Cold Calling,4,187643.0,0.98,131.3,5.45,3,High,Critical Risk,4,0,0.965,2,3
1120,2019,Cloud Architect,Entry,Education,Canada,Excel (Basic)|COBOL|MLOps|Airflow|R|Deep Learning,6,152856.0,0.384,95.1,6.27,1,Mid,Moderate Risk,6,0,1.396,4,1
1121,2023,SQL Developer,Principal,Retail,UK,Crystal Reports|Manual Testing|COBOL|Copy-Paste Reporting|Legacy VBA,5,158573.0,0.98,82.0,1.76,5,Mid,Critical Risk,5,0,0.62,20,5
1122,2024,QA Engineer,Lead,Education,Australia,dbt|Machine Learning|COBOL|Statistics,4,230372.0,0.664,119.7,6.65,4,High,High Risk,4,0,1.001,18,4
1123,2021,QA Engineer,Entry,Finance,UAE,Manual Testing|MLOps|Excel (Basic)|SQL,4,89508.0,0.98,100.7,5.7,1,Low,Critical Risk,4,0,0.817,18,1
1124,2019,AI Engineer,Entry,Energy,USA,Prompt Engineering|Spark/PySpark|SQL|Machine Learning|R|A/B Testing,6,179905.0,0.05,94.0,8.23,1,Mid,Low Risk,6,1,1.643,0,1
1125,2024,Data Analyst,Entry,Consulting,UK,MS Access|Prompt Engineering|Kubernetes|MLOps|Vector Databases|SQL,6,148160.0,0.329,105.6,7.53,1,Mid,Moderate Risk,6,1,1.353,6,1
1126,2025,Cloud Architect,Lead,Energy,USA,Prompt Engineering|Crystal Reports|Tableau|Statistics|Data Entry|Cloud (AWS/GCP),6,358509.0,0.98,157.8,6.1,4,Elite,Critical Risk,6,0,1.559,4,4
1127,2023,Machine Learning Engineer,Entry,Retail,USA,Spark/PySpark|Cloud (AWS/GCP)|MLOps,3,168354.0,0.05,153.3,8.9,1,Mid,Low Risk,3,1,1.537,15,1
1128,2024,QA Engineer,Mid,Healthcare,UK,MS Access|COBOL|Vector Databases|Basic SEO,4,129140.0,0.98,135.3,3.88,2,Low,Critical Risk,4,0,0.868,18,2
1129,2019,Operations Analyst,Entry,Manufacturing,USA,Machine Learning|Prompt Engineering|Deep Learning,3,115029.0,0.05,95.9,9.3,1,Low,Low Risk,3,1,1.05,16,1
1130,2024,Accountant,Lead,Manufacturing,India,Excel (Basic)|Tableau|Cloud (AWS/GCP)|Spark/PySpark,4,212256.0,0.761,126.7,7.2,4,High,Critical Risk,4,0,0.923,1,4
1131,2020,Financial Analyst,Lead,Consulting,UK,Excel (Basic)|Statistics|Legacy VBA|Kubernetes,4,170849.0,0.98,104.8,5.25,4,Mid,Critical Risk,4,0,0.743,12,4
1132,2024,Digital Marketer,Mid,Finance,Germany,Crystal Reports|Deep Learning|Vector Databases|R|Basic SEO,5,139121.0,0.98,146.7,5.9,2,Mid,Critical Risk,5,0,0.935,10,2
1133,2024,HR Analyst,Mid,Finance,UK,Machine Learning|dbt|Python|Legacy VBA|Basic SEO|Tableau,6,152715.0,0.98,162.3,6.63,2,Mid,Critical Risk,6,0,1.027,13,2
1134,2020,Digital Marketer,Entry,Education,Canada,Cold Calling|Prompt Engineering|Crystal Reports|Tableau|Data Entry,5,71778.0,0.98,106.4,4.44,1,Low,Critical Risk,5,0,0.655,10,1
1135,2023,Machine Learning Engineer,Mid,Retail,Australia,Tableau|Manual Testing|A/B Testing|dbt|SQL|Cold Calling,6,200627.0,0.98,112.9,6.05,2,High,Critical Risk,6,0,1.349,15,2
1136,2022,BI Developer,Senior,Energy,UK,Tableau|Cloud (AWS/GCP)|MS Access|Airflow,4,171110.0,0.715,107.1,6.78,3,Mid,High Risk,4,0,0.88,2,3
1137,2022,BI Developer,Senior,Tech,UAE,Vector Databases|Kubernetes|Cloud (AWS/GCP)|R|Deep Learning|Copy-Paste Reporting,6,254630.0,0.806,115.6,7.13,3,Elite,Critical Risk,6,0,1.309,2,3
1138,2020,Software Developer,Principal,Government,Netherlands,Machine Learning|Tableau|Kubernetes|Vector Databases|Cloud (AWS/GCP),5,371597.0,0.05,98.3,8.66,5,Elite,Low Risk,5,1,1.453,21,5
1139,2022,Product Manager,Lead,Retail,Germany,SQL|LLMs/GenAI|Manual Testing|Kubernetes,4,285510.0,0.311,126.1,7.05,4,Elite,Moderate Risk,4,1,1.241,17,4
1140,2022,Content Strategist,Lead,Finance,USA,Cloud (AWS/GCP)|Airflow|Machine Learning|Excel (Basic),4,209320.0,0.316,111.3,7.58,4,High,Moderate Risk,4,1,0.91,5,4
1141,2019,SEO Specialist,Entry,Manufacturing,Canada,SQL|Copy-Paste Reporting|Cloud (AWS/GCP)|Airflow|MS Access|Crystal Reports,6,76088.0,0.98,102.1,4.97,1,Low,Critical Risk,6,0,0.695,19,1
1142,2020,BI Developer,Mid,Education,Germany,MS Access|Python|Cloud (AWS/GCP)|LLMs/GenAI|A/B Testing,5,175316.0,0.282,116.4,7.62,2,Mid,Moderate Risk,5,1,1.179,2,2
